x	y	text
1034	393	DOCTYPE
927	393	보존방법구분
906	393	질의어 일련번호
945	393	현행기관코드
835	394	최종수정일시
975	394	통보자ID
1058	394	모듈종료일시
1019	394	최종수정자ID
1034	394	ORGTYPE
927	394	보존장소구분
945	394	행정동코드
975	395	요청일시
1058	395	모듈가동여부
906	395	질의어 유형 명
1019	395	최종수정일시
1034	395	VOLUMEID
348	395	스케줄링일련번호 (FK)
927	395	비치기록물구분
945	396	법정동-주민코드
975	396	통보내용
1058	396	비고
906	396	질의어내용
1034	396	FILESIZE
348	397	서고일련번호 (FK)
927	397	비치기록물이관시기
945	397	법정동-지적코드
562	397	스케줄링일련번호
1058	398	최초등록자ID
906	398	설명(등록 및 변경사유)
978	398	ID
319	398	서고일련번호 (FK)
927	398	열람예상빈도구분
562	398	기본목록SID
945	398	행정동코드구분
348	399	조사일자
975	399	확인일자
1058	399	최초등록일시
906	399	업무분야
927	399	주요열람용도구분
319	399	서가일련번호
945	399	법정동코드구분
562	400	세부목록SID
470	400	OD매체등록일련번호
334	400	서고일련번호
484	400	서버일련번호
497	400	OD클래스일련번호
348	400	점검시각
975	400	최초등록자ID
1058	400	최종수정자ID
516	400	SID (FK)
543	400	SID (FK)
703	400	보존시설(RG052)
906	400	등록과
927	401	특수목록위치구분
562	401	첨부파일련번호
945	401	법정동존/폐구분
511	401	OD클래스일련번호 (FK)
648	401	보존시설 (FK)
684	401	보존시설 (FK)
539	401	스케줄링일련번호 (FK)
348	401	온도
459	401	SID (FK)
319	401	서가번호
975	401	최초등록일시
1058	401	최종수정일시
906	401	상태
703	402	복원처리서구분(SV088)
182	402	보존시설
470	402	OD클래스일련번호
927	402	제1특수목록
334	402	보존시설
484	402	서버명
497	402	서버구분번호 (FK)
945	402	사용등록여부
204	402	ID
648	402	복원처리서구분
684	402	복원처리서구분 (FK)
739	402	기록물점검ID
301	402	SID (FK)
319	403	서가명
348	403	습도
975	403	최종수정자ID
407	403	SID (FK)
460	403	ID (FK)
562	403	파일경로
703	403	복원처리서번호
906	403	등록자ID
182	403	의뢰서구분{처리,반출,반입}
334	403	서고번호
470	403	OD보존매체관리번호
484	403	서버IP
497	403	OD관리번호
511	403	수록자ID
927	403	제2특수목록
539	403	작업완료여부
297	403	서고일련번호 (FK)
945	403	최하위구분
648	404	복원처리서번호
684	404	복원처리서번호 (FK)
739	404	스토리지ID
348	404	청소상태
319	404	기록물형태
975	404	최종수정일시
906	404	등록일자
204	404	CD1_
562	404	파일명
703	404	복원처리자순번
778	404	결과ID
182	404	의뢰서번호
470	404	OD복본구분
927	404	제3특수목록
334	404	서고명
454	404	매체구분
484	404	최초등록자ID
497	404	OD라벨명
511	404	수록일자
402	404	사료적등급
539	404	최초등록자ID
945	404	변경일자
297	405	서가일련번호 (FK)
759	405	기록물점검ID
684	405	복원전상태코드
739	405	기록물상세ID
319	405	배치용량
348	405	소등상태
562	405	파일사이즈
906	405	최종수정자ID
204	405	CD2_
182	406	스케줄링일련번호
334	406	최초등록자ID
454	406	매체수록의견
470	406	OD관리번호
484	406	최초등록일시
497	406	OD공개구분
511	406	최초등록자ID
927	406	단위업무상태
402	406	행정적등급
539	406	최초등록일시
297	406	셀일련번호 (FK)
617	406	SID (FK)
653	406	SID (FK)
703	406	복원처리자ID
778	406	기록물점검ID
348	406	서가정렬상태
244	406	(
245	406	)
319	406	만가상태
906	407	최종수정일자
204	407	CD3_
562	407	서버파일경로
759	407	점검명
470	407	OD라벨명
612	407	처리구분
684	407	상태내용
927	407	심사번호
334	407	최초등록일시
454	407	최초등록자ID
484	407	최종수정자ID
497	407	가치등급
511	407	최초등록일시
739	407	기록물파일URL
402	407	증빙적등급
539	407	최종수정자ID
653	407	SID (FK)
241	407	서고번호
703	407	최초등록자ID
778	407	스토리지ID
182	408	기록물인수자ID
319	408	최초등록자ID
348	408	출입문잠금상태
562	408	작업완료여부
759	408	점검기준년도
204	408	CD4_
334	408	최종수정자ID
454	408	최초등록일시
470	408	OD공개구분
484	408	최종수정일시
497	408	볼륨명
511	408	최종수정자ID
612	408	보존처리일자
648	408	복원의뢰서번호 (FK)
684	408	최초등록자ID
739	408	전체파일경로
927	408	작업일자
402	408	가치등급
539	408	최종수정일시
241	409	서가번호
703	409	최초등록일시
778	409	기록물상세ID
182	409	기록물인수일자
348	409	특기사항
319	409	최초등록일시
204	409	CD5_
297	409	최초등록자ID
562	409	최초등록자ID
759	409	점검예정일
470	409	클래스명
648	409	의뢰내역일련번호 (FK)
684	409	최초등록일시
927	409	작업자ID
334	409	최종수정일시
454	409	최종수정자ID
497	409	매체이름
511	409	최종수정일시
739	409	파일명(기록물)
402	410	보존매체수록유형
539	410	반출의뢰여부
138	410	시소러스 용어ID
241	410	련번호
703	410	최종수정자ID
778	410	기록물파일URL
182	410	기록물인계자ID
202	410	태그CD6_응용서비스
319	410	최종수정자ID
348	410	조치및결과
612	410	처리유형
297	410	최초등록일시
562	410	최초등록일시
666	410	보존시설 (FK)
759	410	스토리지ID
334	411	단어비
454	411	최종수정일시
470	411	OD복제자ID
497	411	클래스명
648	411	페이지번호
684	411	최종수정자ID
739	411	기록물파일크기
539	411	RFID작업유무
267	411	재배치여부
113	411	시소러스 용어ID (FK)
241	411	단번호
703	411	최종수정일시
778	411	전체파일경로
182	411	인계일자
348	411	최초등록자ID
612	411	처리내용
319	411	최종수정일시
387	411	기본목록SID
297	412	최종수정자ID
562	412	최종수정자ID
666	412	복원처리서구분 (FK)
759	412	광매체분할 점검 수
138	412	용어
470	412	OD복제일자
648	412	처리서작성일자
684	412	최종수정일시
334	412	임시서고여부
497	412	OD타입
739	412	기록물 파일 아카이브 키 (AK)
402	412	평가자의견
539	412	파일유형
113	412	관계지시기호 (FK)
241	412	셀(순)번호
267	412	최초등록자ID
778	413	파일명(기록물)
182	413	최초등록일시
202	413	태그발행상태
319	413	서가설명
348	413	최초등록일시
387	413	최초등록일시
612	413	작업시작일시
562	413	최종수정일시
666	413	복원처리서번호 (FK)
759	413	기록물점검유형
470	413	매체위치
497	413	여유공간
648	413	처리서작성자ID
739	413	기록물 파일 Bin/ClipID
402	413	내용요약
267	413	최초등록일시
241	414	사용필름유형
778	414	기록물파일크기
182	414	최초등록자ID
348	414	최종수정자ID
612	414	작업종료일시
118	414	ID
319	414	련방향
387	414	최종수정일시
206	414	SID
297	414	RFID작업유무
759	414	점검담당자ID
138	414	역검색용 용어
470	414	매체상태
648	414	기타사항
497	414	수록용량
739	414	해쉬유형
402	415	평가분류자ID
241	415	필름규격코드
267	415	최종수정자ID
666	415	기타사항
778	415	기록물 파일 아카이브 키 (AK)
182	415	최종수정일시
348	415	최종수정일시
612	415	최초등록자ID
759	415	점검담당자명
113	416	패싯
470	416	최초등록자ID
497	416	웹이동구분코드
648	416	처리전이미지등록ID
739	416	기준 Hash값
402	416	평가분류일자
267	416	최종수정일시
387	416	사료적등급
241	416	통합기관코드
666	416	추가필요사항
778	416	기록물 파일 Bin/ClipID
182	416	최종수정자ID
612	416	최초등록일시
759	417	기록물점검작업구분
113	417	상태
138	417	입력일
470	417	최초등록일시
648	417	처리상태
497	417	최초등록자ID
739	417	시스템코드
402	417	확인자ID
241	417	수집기관명
387	417	행정적등급
666	418	처리기간_시작
778	418	기록물파일UCI
612	418	최종수정자ID
683	418	보존시설 (FK)
759	418	점검총건수
202	418	DVD
138	418	수정일
113	418	입력자ID
470	418	최종수정자ID
497	418	최초등록일시
648	418	최초등록자ID
739	418	기본목록SID
402	418	확인일자
387	418	증빙적등급
241	419	재배치여부
666	419	처리기간_끝
778	419	해쉬유형
202	419	이전매체관리번호
612	419	최종수정일시
683	419	복원처리서구분 (FK)
759	419	점검총용량
113	419	수정자ID
138	419	삭제일
470	419	최종수정일시
648	419	최초등록일시
497	419	최종수정자ID
739	419	기본목록 제목
402	420	최초등록자ID
558	420	스케줄링일련번호
241	420	수집구분코드
387	420	가치등급
666	420	복원실반입일자
778	420	기준 Hash값
202	420	보존매체관리번호
683	420	복원처리서번호 (FK)
453	420	SID (FK)
759	420	의견
138	421	검증일
113	421	검증자ID
301	421	서고일련번호 (FK)
470	421	보존시설
497	421	최종수정일시
648	421	최종수정자ID
739	421	세부목록SID
402	421	최초등록일시
712	421	ID
387	421	보존매체수록유형
241	421	수집년도
563	421	SID
666	421	복원실반출일자
778	421	시스템코드
202	421	보존시설
448	421	조정매체유형(SV015)
284	421	서고배치내역일련번호
683	422	복원처리코드
759	422	기록물점검오류여부
113	422	삭제자ID
138	422	입력자ID
648	422	최종수정일시
707	422	첨부파일순번
301	422	서가일련번호 (FK)
739	422	세부목록 제목
533	422	스케줄링일련번호
241	422	촬영년도
408	422	ID
563	423	SID
270	423	보존장소
666	423	처리자ID
778	423	기본목록SID
202	423	서고일련번호
759	423	등록일시
138	423	수정자ID
113	423	입력일
301	423	셀일련번호
648	423	처리전 ALERO 아카이브키
739	423	기록물 형태
448	423	매체수록조정일자
387	424	평가자의견
241	424	설명
683	424	처리내용
666	424	기록물인수자ID
778	424	기본목록 제목
289	424	SID
202	424	서가일련번호
270	424	장기보존매체관리번호
707	424	원문FILE명
558	424	작업완료여부
759	424	보존매체스케줄링일련번호
113	424	수정일
138	424	검증자ID
648	424	스케줄링일련번호
540	424	(SV069)
739	424	기록물 관리 번호2
448	425	최초등록자ID
184	425	ID
241	425	최초등록자ID
284	425	서고일련번호 (FK)
387	425	내용요약
683	425	최초등록자ID
666	425	기록물인계자ID
707	425	저장파일명
778	425	세부목록SID
960	425	전거레코드ID (FK)
202	425	최초등록일시
301	425	련번호
533	425	스케줄링명
558	425	최초등록자ID
759	425	체크종료일자
138	426	삭제자ID
113	426	검증일
648	426	작업시작페이지
739	426	기록물점검유형
270	426	DVD타입
448	426	최초등록일시
284	426	서가일련번호 (FK)
387	426	평가분류자ID
241	426	최초등록일시
683	426	최초등록일시
666	426	처리후이미지등록ID
778	426	세부목록 제목
960	426	일련번호
202	426	최초등록자ID
707	426	파일유형코드
301	427	단번호
533	427	작업시작일시
558	427	최초등록일시
759	427	체크시작일자
113	427	삭제일
648	427	작업끝페이지
739	427	기록물점검작업구분
270	427	수록용량
448	427	최종수정자ID
241	427	최종수정자ID
284	427	셀일련번호 (FK)
387	427	평가분류일자
683	427	최종수정자ID
666	428	최초등록자ID
707	428	첨부파일용량
778	428	기록물 형태
181	428	발행조직코드
202	428	최종수정일시
301	428	순번호
533	428	작업종료일시
138	428	DB명
558	428	최종수정자ID
917	428	전거레코드ID (FK)
113	428	DB명
648	428	철쪽수
739	428	기록물 점검 시작  일시
960	428	전거종류(KH001)
270	428	폐기여부
448	428	최종수정일시
284	429	재배치여부
387	429	확인자ID
241	429	최종수정일시
683	429	최종수정일시
466	429	수록계획서년도
666	429	최초등록일시
778	429	기록물 관리 번호2
181	429	태그발행기ID
202	429	최종수정자ID
707	429	첨부삭제여부
301	429	가로크기
533	429	작업담당자ID
558	429	최종수정일시
917	429	일련번호
113	429	주기사항
138	429	비고
610	429	기본목록SID
648	429	건쪽수
739	430	기록물점검완료일시
270	430	최초등록자ID
960	430	관계범주(코드KH007)
284	430	최초등록자ID
387	430	확인일자
466	430	수록계획서번호
666	430	최종수정자ID
707	430	저장매체ID
778	430	기록물오류코드
407	430	SID (FK)
202	430	불량태그여부
301	430	세로크기
138	431	주기사항
610	431	처리구분
113	431	비고
648	431	처리매수
739	431	기록물점검오류여부
960	431	관계형식(코드KH008)
270	431	최초등록일시
387	431	최초등록자ID
403	431	관련기록일련번호
900	431	전거레코드ID (FK)
666	431	최종수정일시
778	431	기록물 오류 내용
917	431	설치근거
181	431	발행자ID
202	431	이전태그
707	431	첨부파일위치
301	432	최초등록자ID
533	432	점검항목
113	432	수정비고
138	432	관계어수
610	432	보존처리일자
648	432	복원작업구분(SV152)
739	432	기록물 점검 일시 반영 여부
270	432	최종수정자ID
466	432	기록물형태
960	432	관계전거레코드ID
284	432	최종수정자ID
387	432	최종수정자ID
900	432	일련번호
977	432	전거레코드ID (FK)
666	433	처리후 ALERO 아카이브키
707	433	비고
778	433	기록물 오류 일시
917	433	최초등록일
181	433	발행조직명
301	433	최초등록일시
482	433	수록계획서년도
533	433	점검주기
138	433	삭제비고
113	433	삭제비고
403	433	관련기록물관리번호
648	433	복원작업구분-기타
243	433	매체등록일련번호
466	433	수록형태
739	433	등록일시
960	433	전거명
270	433	최종수정일시
977	434	일련번호
666	434	임시저장여부
778	434	기록물 복구 여부
917	434	최초등록자
181	434	발행사유코드
610	434	탈산처리자ID
707	434	최초등록자ID
301	434	최종수정자ID
482	434	수록계획서번호
533	434	이송유형(SV040)
880	434	전거레코드ID (FK)
113	434	최초등록일시
138	434	수정비고
403	434	최초등록자ID
900	434	대등표목
243	435	서고일련번호
270	435	매체위치
466	435	OD클래스 일련번호
960	435	관계전거생성일
284	435	RFID작업유무
610	435	탈산처리전PH값
707	435	최초등록일시
778	435	기록물 복구 일시
917	435	최종수정일
181	435	태그발행구분코드
301	435	최종수정일시
482	435	기본목록SID
533	435	이송장소
977	436	업무내용
113	436	최초등록자ID
403	436	최초등록일시
900	436	최초등록일시
243	436	서가일련번호
466	436	수록일자
960	436	관계전거폐지일
143	436	ID
270	436	매체상태
778	436	기록물 알림 여부
880	436	수정유형(코드KH010)
917	436	최종수정자
181	436	최초등록자ID
610	436	탈산처리후PH값
707	436	최종수정자ID
533	437	비고
113	437	최종수정일시
138	437	용어타입_구시스템
403	437	최종수정자ID
511	437	M/F복제번호 (FK)
900	437	최초등록자ID
977	437	시작일
243	437	셀일련번호
270	437	수록자
466	437	수록 SIZE
960	437	관계기간
482	437	기록물형태(일반, 도면등)
861	437	전거레코드ID (FK)
610	438	탈산처리비고
707	438	최종수정일시
778	438	기록물 신고 여부
880	438	수정내용
181	438	최초등록일시
331	438	롤일련번호 (FK)
533	438	최초등록자ID
138	438	미판정어수
511	438	보관장소 (FK)
977	438	종료일
113	438	최종수정자ID
403	438	최종수정일시
900	438	최종수정일시
466	438	갯수
960	438	최초등록일시
270	439	수록일자
482	439	수록형태 (MOD, DVD)
861	439	일련번호
778	439	예상복구시간_초단위
880	439	최초등록일시
181	439	최종수정자ID
610	439	최초등록자ID
243	439	재배치여부
331	439	서고일련번호 (FK)
994	439	전거레코드ID (FK)
138	439	최초등록일시
511	439	롤일련번호 (FK)
561	439	스케줄링일련번호 (FK)
900	439	최종수정자ID
977	439	최초등록일시
270	440	광매체수록일자
466	440	전체 SIZE
960	440	최초등록자ID
482	440	OD클래스 일련번호
758	440	기록물점검ID
610	440	최초등록일시
778	440	사고번호
880	440	최초등록자ID
181	440	최종수정일시
243	440	최초등록자ID
331	440	서가일련번호 (FK)
533	440	최종수정자ID
994	441	일련번호
138	441	최초등록자ID
511	441	스케줄링일련번호 (FK)
977	441	최초등록자ID
561	441	기본목록SID
649	441	보존시설 (FK)
861	441	기능내역
466	441	수록담당자
960	441	최종수정일시
270	441	스케줄링일련번호
758	441	스토리지ID
845	441	전거레코드ID (FK)
482	441	FILE SIZE
778	441	실제재난여부
880	441	최종수정일시
181	442	이전태그ID
610	442	최종수정자ID
243	442	최초등록일시
331	442	셀일련번호 (FK)
533	442	최종수정일시
138	442	최종수정일시
649	442	복원의뢰서번호 (FK)
861	442	최초등록일시
977	442	최종수정일시
270	442	광매체수록시작일자
466	442	최초등록자ID
960	442	최종수정자ID
845	442	일련번호
482	442	제목
758	442	기록물상세ID
198	443	보존시설
994	443	직업명
511	443	최초등록자ID
610	443	최종수정일시
778	443	등록일시
880	443	최종수정자ID
561	443	작업종료여부
243	443	최종수정자ID
331	443	최초등록일시
533	443	스케쥴 완료일시
138	443	최종수정자ID
940	443	전거레코드ID
977	443	최종수정자ID
649	443	의뢰내역일련번호
861	443	최초등록자ID
466	443	최초등록일시
270	444	매체수록진행상태
198	444	의뢰서구분{처리,반출,반입}
482	444	최초등록자ID
994	444	직업코드
511	444	최초등록일시
561	444	FST_REGR_ID
243	444	최종수정일시
533	444	스케쥴 완료자ID
845	444	참고정보원
758	445	기록물오류코드
861	445	최종수정일시
977	445	OP_DESC
270	445	보존매체종류
466	445	최종수정자ID
331	445	재배치여부
482	445	최초등록일시
198	445	의뢰서번호
994	445	시작일
1009	445	전거레코드ID (FK)
511	445	최종수정자ID
561	445	FST_REG_DT
649	445	기록물제목
533	445	상태
758	446	기록물점검완료일시
845	446	최초등록일시
861	446	최종수정자ID
466	446	최종수정일시
674	446	보존시설 (FK)
690	446	보존시설 (FK)
181	446	태그발행기ID
198	446	스케줄링일련번호
331	446	최초등록자ID
482	446	최종수정자ID
994	446	종료일
1009	446	일련번호
940	446	기본유형(코드KH001)
511	447	최종수정일시
561	447	LST_UPDR_ID
649	447	기록물구분
533	447	선택여부
845	447	최초등록자ID
758	447	등록일시
690	447	복원처리서구분 (FK)
466	447	매체유형
674	447	복원처리서구분
331	448	최종수정자ID
482	448	최종수정일시
198	448	기본목록SID
994	448	최초등록일시
940	448	전거표목
561	448	LST_UPD_DT
649	448	권수
533	448	스케줄링상세유형
758	448	결과ID
845	448	최종수정일시
181	448	보존시설
466	448	수록상태
674	448	복원처리서번호
690	448	복원처리서번호 (FK)
1009	448	대등기관명
1024	448	전거레코드ID (FK)
245	449	서고기본정보일련번호
331	449	최종수정일시
482	449	파일갯수
198	449	고정형리더기ID
994	449	최초등록자ID
561	449	반출여부
649	449	페이지수
533	449	스캐닝스케줄링상태코드
845	449	최종수정자ID
181	450	설치위치
1009	450	대등기관명__10808
1024	450	일련번호
466	450	알레로요청번호
777	450	기록물점검ID
994	450	최종수정일시
561	450	RFID태그사용여부
649	450	이미지등록ID
533	450	스캐닝업로드경로구분코드
674	450	기본목록SID
690	450	기타사항
245	451	기록물유형
181	451	설치IP
198	451	이동일시
466	451	알레로작업오류메세지
1009	451	최초등록일시
777	451	스토리지ID
940	451	대등기관코드
994	451	최종수정자ID
649	452	처리상태(SV100)
113	452	관계지시기호
690	452	추가필요사항
1024	452	주요경력사항 OLD
533	452	스캐닝작업구분코드
674	452	세부목록SID
245	452	두께
181	452	설치PORT
198	452	최초등록일시
1009	452	최초등록자ID
777	453	기록물상세ID
940	453	기관차수
649	453	최초등록자ID
709	453	보존시설 (FK)
674	453	복원의뢰서번호 (FK)
690	453	처리기간_시작
1024	453	최초등록일시
245	453	최종수정자ID
181	453	비고
198	453	최초등록자ID
1009	453	최종수정일시
113	454	버전ID (FK)
777	454	기록물복구ID
940	454	기관역사
649	454	최초등록일시
709	454	복원처리서구분 (FK)
690	454	처리기간_끝
1024	454	최초등록자ID
135	454	버전ID
674	454	의뢰내역일련번호 (FK)
833	454	전거레코드ID (FK)
245	455	최종수정일시
181	455	사용여부
198	455	최종수정일시
1009	455	최종수정자ID
113	455	USE관계구분
777	455	기록물복구일시
940	455	법적상태
649	455	최종수정자ID
709	455	복원처리서번호 (FK)
674	456	페이지번호
690	456	복원실반입일자
1024	456	최종수정일시
833	456	일련번호
181	456	최초등록자ID
198	456	최종수정자ID
113	456	구분
135	456	생성일자
940	456	생성일자
649	457	최종수정일시
690	457	복원실반출일자
709	457	복원처리코드
1024	457	최종수정자ID
674	457	처리서작성일자
181	457	최초등록일시
113	458	표시순서
135	458	최종수정
833	458	비채택어종류
940	458	폐지일자
555	458	스케줄링일련번호
649	458	ALERO 아카이브키
674	458	처리서작성자ID
690	458	처리자ID
1024	458	주요경력사항
181	459	최종수정자ID
113	459	대응관계
709	459	처리내용
135	459	버전명
497	459	DVD관리번호
833	459	비채택어
940	459	본관
555	459	보존장소
649	459	외부기록물보존요청구분코드(SV163)
690	459	기록물인수자ID
448	459	스케줄링일련번호 (FK)
674	459	기타사항
181	460	최종수정일시
709	460	최초등록자ID
113	460	설명
135	460	버전설명
470	460	스케줄링일련번호
833	460	최초등록일시
940	460	출생지
555	460	장기보존매체관리번호
674	461	처리전이미지등록ID
690	461	기록물인계자ID
448	461	매체수록요청상세일련번호
497	461	DVD타입
113	461	최초등록일시
709	461	최초등록일시
135	461	버전구분
833	462	최초등록자ID
940	462	본적지
690	462	처리후이미지등록ID
674	462	처리상태
470	462	등록일시
497	462	수록용량
555	462	작업완료여부
709	462	최종수정자ID
113	463	최초등록자ID
135	463	최초등록일시
833	463	최종수정일시
940	463	작성기관
453	463	SID
674	463	최초등록자ID
690	463	최초등록자ID
470	463	DVD매체ID
497	464	여유공간
113	464	최종수정일시
555	464	반출의뢰여부
709	464	최종수정일시
135	464	최초등록자ID
833	464	최종수정자ID
940	464	작성규칙
690	464	최초등록일시
453	464	SID
674	464	최초등록일시
470	465	상태평가일자
497	465	최초등록자ID
555	465	RFID작업유무
113	465	최종수정자ID
135	465	최종수정일시
448	465	ALERO 아카이브키
940	465	현재상태(코드KH002)
674	466	최종수정자ID
690	466	최종수정자ID
470	466	매체수록시작일시
497	466	최초등록일시
289	466	보존장소 (FK)
555	466	최초등록자ID
135	466	최종수정자ID
307	467	이전매체관리번호 (FK)
448	467	폴더명
940	467	상세정도(코드KH003)
690	467	최종수정일시
269	467	매체등록일련번호
674	467	최종수정일시
248	467	매체등록일련번호
470	467	매체수록종료일시
648	467	보존시설
497	467	최종수정자ID
289	468	장기보존매체관리번호 (FK)
555	468	최초등록일시
307	468	서고일련번호 (FK)
448	468	파일명
334	468	롤일련번호 (FK)
940	468	작성언어
269	468	서고일련번호
674	468	처리전 ALERO 아카이브키
690	468	처리후 ALERO 아카이브키
248	468	서고일련번호
470	468	매체수록시도수
648	468	복원의뢰서번호
182	469	고정형리더기ID
203	469	기본목록SID
497	469	최종수정일시
1031	469	전거레코드ID (FK)
289	469	서고일련번호 (FK)
555	469	최종수정자ID
307	469	서가일련번호 (FK)
448	469	에러메세지
940	469	누락내용
334	469	서고일련번호 (FK)
269	469	서가일련번호
674	469	스케줄링일련번호
248	470	서가일련번호
470	470	에러메세지
203	470	발행등록년도
497	470	DVD위치
847	470	전거레코드ID (FK)
1031	470	일련번호
289	470	서가일련번호 (FK)
555	470	최종수정일시
307	470	셀일련번호 (FK)
334	470	서가일련번호 (FK)
940	470	비고
648	471	통합기관코드
182	471	보존시설
269	471	셀일련번호
248	471	셀일련번호
470	471	매체수록유형
203	471	발행등록월
497	471	DVD상태
1012	471	전거레코드ID (FK)
847	471	일련번호
289	471	셀일련번호 (FK)
875	472	전거레코드ID (FK)
940	472	주기사항
334	472	셀일련번호 (FK)
400	472	롤일련번호
648	472	생산년도
182	472	설치용도
269	472	최초등록일시
248	472	최초등록일시
1031	472	전거레코드ID(인물)
307	472	재배치여부
1012	472	일련번호
203	472	발행등록분기
497	472	기록물유형
852	473	(
855	473	KH006)
875	473	일련번호
940	473	기타내용
648	473	복원목적
182	473	설치위치
1031	473	직위
289	473	재배치여부
203	474	처리기관코드
307	474	최초등록자ID
497	474	저장매체종류
334	474	재배치여부
400	474	사용필름유형
269	474	재배치여부
852	474	SID
248	474	재배치여부
940	474	홈페이지주소
648	474	인계자명
995	474	전거레코드ID (FK)
1012	474	발생장소
182	474	설치위치_층
289	475	최초등록자ID
1031	475	이름
307	475	최초등록일시
896	475	전거레코드ID (FK)
203	475	생산년도
334	475	최초등록자ID
400	475	필름규격코드
497	475	저장매체일련번호
875	475	변경날짜
269	475	최초등록자ID
852	475	SID
248	475	최초등록자ID
426	475	SID (FK)
940	475	존재여부
648	476	인계일자
182	476	운용상태
995	476	일련번호
1012	476	최초등록일시
1031	476	업무시작일자
289	476	최초등록일시
916	476	전거레코드ID (FK)
203	476	기록물종류
307	476	최종수정자ID
875	476	변경규모
896	476	일련번호
334	476	최초등록일시
400	476	촬영방법{음화,양화}
847	476	연계전거레코드ID
269	477	최종수정자ID
248	477	최종수정자ID
940	477	예비삭제플래그
426	477	SID (FK)
982	477	전거레코드ID (FK)
648	477	기록물인수자ID
1012	477	최초등록자ID
182	477	고정형리더기IP
289	477	최종수정자ID
916	477	일련번호
1031	477	업무종료일자
307	477	최종수정일시
964	477	전거레코드ID (FK)
203	477	기록물종류명
875	477	변경내용
334	478	최종수정자ID
400	478	촬영기
421	478	롤일련번호 (FK)
847	478	최초등록일시
269	478	최종수정일시
995	478	작성구분코드
248	478	최종수정일시
940	478	예비삭제일시
982	478	일련번호
648	478	복원인수일자
182	478	고정형리더기PORT
896	478	국적명
1012	478	최종수정일시
1031	478	최초등록일시
289	478	최종수정일시
203	479	태그발행여부
875	479	최초등록일시
964	479	일련번호
334	479	최종수정일시
400	479	축소율
847	479	최초등록자ID
387	479	M/F복제번호
995	479	작성자소속기관
450	479	기본목록SID
916	479	관련자원의 표제
940	479	최초등록일시
648	479	최초등록자ID
896	479	시작일
1012	479	최종수정자ID
182	480	(정)담당자ID
421	480	시작컷
1031	480	최초등록자ID
203	480	태그미발행
875	480	최초등록자ID
400	480	편집자ID
847	480	최종수정일시
982	480	위치명
387	480	보관장소(SV019)
450	480	세부목록SID
995	480	작성자명
114	480	용어신청ID
916	480	관련자원의 식별자
940	480	최초등록자ID
648	481	최초등록일시
137	481	시로러스 용어ID
182	481	(정)담당자부서ID
896	481	종료일
964	481	종교명
1031	481	최종수정일시
421	481	종료컷
203	481	태그재발행
875	481	최종수정일시
400	481	촬영일자
847	481	최종수정자ID
982	481	위치코드
387	481	롤일련번호 (FK)
995	481	작성자연락처
450	482	스캐닝이력순번
916	482	관련자원의 유형
940	482	최종등록일시
137	482	사용자ID
648	482	최종수정자ID
896	482	최초등록일시
964	482	종교코드
182	482	(정)담당자SMS연락처
421	482	최초등록자ID
1031	482	최종수정자ID
114	482	신청용어
203	483	태그발행
875	483	최종수정자ID
400	483	촬영자ID
982	483	위치시작일
995	483	작업일
916	483	관계의 성격
940	483	최종등록자ID
648	483	최종수정일시
492	483	SID (FK)
137	483	상태
182	483	(부)담당자ID
896	483	최초등록자ID
964	483	시작일
387	483	복제수량
421	483	최초등록일시
450	484	작업일시
517	484	SID (FK)
400	484	감독관ID
982	484	위치종료일
995	484	최초등록일시
916	484	관계일
940	484	설치근거
137	484	이력일
648	484	외부기록물보존요청구분코드(SV163)
896	484	최종수정일시
964	484	종료일
492	485	SID (FK)
182	485	(부)담당자부서ID
203	485	최초등록일자
264	485	매체등록일련번호
421	485	최종수정자ID
279	485	매체등록일련번호
387	485	복제일자
114	485	신청자ID
450	485	이미지등록ID
517	485	SID (FK)
400	485	최초등록자ID
982	485	최초등록일시
248	485	매체등록일련번호
995	485	최초등록자ID
487	485	DVD관리번호 (FK)
473	485	SID (FK)
916	486	최초등록일시
940	486	생성일미상여부
314	486	M/F복제번호 (FK)
137	486	용어/관계구분
182	486	(부)담당자SMS연락처
203	486	최종수정일자
896	486	최종수정자ID
964	486	최초등록일시
264	486	서고일련번호
279	486	서고일련번호
387	486	복제자ID
421	486	최종수정일시
450	486	페이지수
114	486	처리자ID
518	486	ID
400	486	최초등록일시
982	486	최초등록자ID
248	486	서고일련번호
469	486	DVD관리번호 (FK)
995	486	최종수정일시
916	487	최초등록자ID
940	487	폐지일미상여부
137	487	관계지시기호
314	487	보관장소 (FK)
964	487	최초등록자ID
182	487	유출방지용IP주소1
203	487	기본목록SID카운트
264	487	서가일련번호
279	487	서가일련번호
387	487	최초등록자ID
512	487	페이지수
114	487	삭제자ID
450	487	파일크기
487	487	디렉토리명
400	488	최종수정자ID
982	488	최종수정일시
248	488	서가일련번호
995	488	최종수정자ID
916	488	최종수정일시
940	488	조직연혁
314	488	롤일련번호 (FK)
182	488	유출방지용PORT1
203	488	발행일시
964	488	최종수정일시
264	488	셀일련번호
279	488	셀일련번호
387	488	최초등록일시
469	488	디렉토리명
512	488	파일크기
450	489	이미지이상여부
114	489	신청일
487	489	수록자ID
400	489	최종수정일시
982	489	최종수정자ID
137	489	작업용어
248	489	셀일련번호
916	489	최종수정자ID
940	489	기타내용__11391
314	489	서고일련번호 (FK)
